# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jun 29 19:16:28 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_orbeccenstr not null
# CONSTRAINT:  and pl_orbinclstr not null
# CONSTRAINT:  and pl_orblperstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN soltype:        Solution Type
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_orblpererr1: Argument of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Argument of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Argument of Periastron Limit Flag
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,soltype,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1656 b,Kepler-1656,1,1,1,Transit,2018,Published Confirmed,31.57865900,,,0,0.197000,0.021000,-0.021000,0,0.836000,0.013000,-0.012000,0,89.310,0.470,-0.510,0,53.9000,6.7000,-6.4000,0,11.0622000,0.0004010,-0.0004010
Kepler-1658 b,Kepler-1658,1,1,1,Transit,2019,Published Confirmed,3.84937278,0.00000080,-0.00000080,0,0.054400,0.000700,-0.000700,0,0.062800,0.019700,-0.018500,0,76.520,0.580,-0.590,0,-7.7300,1.9300,-3.3700,0,11.4200000,0.0005680,-0.0005680
Kepler-1661 b,Kepler-1661,1,2,1,Transit,2020,Published Confirmed,175.06000000,0.06000000,-0.06000000,0,0.633000,0.005000,-0.005000,0,0.057000,0.005000,-0.005000,0,89.460,0.020,-0.020,0,67.1000,5.0000,-5.0000,0,14.1933000,0.0003210,-0.0003210
Kepler-167 e,Kepler-167,1,2,4,Transit,2016,Published Confirmed,1071.23228000,0.00056000,-0.00056000,0,1.890000,0.058000,-0.067000,0,0.062000,0.104000,-0.043000,0,89.976,0.007,-0.005,0,201.0000,149.0000,-166.0000,0,14.0004000,0.0002880,-0.0002880
Kepler-21 b,Kepler-21,1,2,1,Transit,2012,Published Confirmed,2.78578000,0.00003000,-0.00003000,0,0.042717,0.000000,0.000000,0,0.020000,0.100000,-0.100000,0,83.200,0.280,-0.260,0,-15.0000,79.0000,-79.0000,0,8.1283200,0.0004590,-0.0004590
Kepler-30 b,Kepler-30,1,1,3,Transit,2012,Published Confirmed,29.33434000,0.00815000,-0.00815000,0,0.180000,,,0,0.042000,0.003000,-0.003000,0,90.179,0.167,-0.167,0,-31.0000,7.0000,-7.0000,0,15.3761000,0.0007090,-0.0007090
Kepler-30 c,Kepler-30,1,1,3,Transit,2012,Published Confirmed,60.32310500,0.00024400,-0.00024400,0,0.300000,,,0,0.011100,0.001000,-0.001000,0,90.323,0.030,-0.030,0,-49.0000,6.0000,-6.0000,0,15.3761000,0.0007090,-0.0007090
Kepler-30 d,Kepler-30,1,1,3,Transit,2012,Published Confirmed,143.34394000,0.00858000,-0.00858000,0,0.500000,,,0,0.022000,0.005000,-0.005000,0,89.841,0.020,-0.020,0,-163.0000,7.0000,-7.0000,0,15.3761000,0.0007090,-0.0007090
Kepler-39 b,Kepler-39,1,1,1,Transit,2011,Published Confirmed,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,0.112000,0.057000,-0.057000,0,89.070,0.220,-0.220,0,99.0000,22.0000,-14.0000,0,14.2622000,0.0002750,-0.0002750
Kepler-411 b,Kepler-411,1,2,4,Transit,2013,Published Confirmed,3.00515600,0.00000200,-0.00000200,0,0.037500,0.000800,-0.000800,0,0.146000,0.005000,-0.004000,0,87.400,0.100,-0.100,0,41.5000,3.8000,-3.1000,0,12.2327000,0.0005620,-0.0005620
Kepler-411 c,Kepler-411,1,2,4,Transit,2016,Published Confirmed,7.83443500,0.00000200,-0.00000200,0,0.073900,0.001000,-0.001000,0,0.108000,0.003000,-0.004000,0,88.610,0.040,-0.040,0,103.0000,1.6000,-1.7000,0,12.2327000,0.0005620,-0.0005620
Kepler-411 d,Kepler-411,1,2,4,Transit,2018,Published Confirmed,58.02035000,0.00056000,-0.00056000,0,0.279000,0.004000,-0.004000,0,0.128000,0.003000,-0.003000,0,89.430,0.020,-0.020,0,30.5000,1.1000,-1.1000,0,12.2327000,0.0005620,-0.0005620
Kepler-411 e,Kepler-411,1,2,4,Transit Timing Variations,2018,Published Confirmed,31.50972800,0.00008500,-0.00008500,0,0.186000,0.003000,-0.003000,0,0.016000,0.002000,-0.001000,0,88.040,0.020,-0.020,0,-103.3000,1.5000,-1.5000,0,12.2327000,0.0005620,-0.0005620
Kepler-413 b,Kepler-413,1,2,1,Transit,2014,Published Confirmed,66.26200000,0.02400000,-0.02100000,0,0.355300,0.002000,-0.001800,0,0.118100,0.001800,-0.001700,0,89.929,0.024,-0.016,0,94.6000,2.2000,-2.3000,0,15.5943000,0.0005370,-0.0005370
Kepler-419 b,Kepler-419,1,1,2,Transit,2014,Published Confirmed,69.75460000,0.00070000,-0.00090000,0,0.370000,0.007000,-0.006000,0,0.833000,0.013000,-0.013000,0,88.950,0.140,-0.170,0,95.2000,1.0000,-1.2000,0,12.9642000,0.0003320,-0.0003320
Kepler-419 c,Kepler-419,1,1,2,Transit Timing Variations,2014,Published Confirmed,675.47000000,0.11000000,-0.11000000,0,1.680000,0.030000,-0.030000,0,0.184000,0.002000,-0.002000,0,88.000,3.000,-2.000,0,275.3000,1.2000,-1.0000,0,12.9642000,0.0003320,-0.0003320
Kepler-421 b,Kepler-421,1,1,1,Transit,2014,Published Confirmed,704.19840000,0.00160000,-0.00160000,0,1.219000,0.089000,-0.089000,0,0.041000,0.095000,-0.034000,0,89.965,0.024,-0.031,0,160.0000,150.0000,-120.0000,0,13.3477000,0.0004120,-0.0004120
Kepler-423 b,Kepler-423,1,1,1,Transit,2014,Published Confirmed,2.68432850,0.00000007,-0.00000007,0,0.035850,0.000520,-0.001140,0,0.019000,0.028000,-0.014000,0,87.828,0.126,-0.126,0,120.2600,77.0100,-33.8800,0,14.2800000,0.0002950,-0.0002950
Kepler-432 b,Kepler-432,1,2,2,Transit,2015,Published Confirmed,52.50112900,0.00006700,-0.00005300,0,0.301000,0.016000,-0.011000,0,0.513400,0.009800,-0.008900,0,88.170,0.610,-0.330,0,64.1000,1.6000,-1.5000,0,12.1822000,0.0001620,-0.0001620
Kepler-433 b,Kepler-433,1,1,1,Transit,2015,Published Confirmed,5.33408384,0.00000110,-0.00000110,0,0.067900,0.002700,-0.002700,0,0.119000,0.079000,-0.079000,0,89.210,0.520,-0.900,0,68.0000,67.0000,-36.0000,0,14.4163000,0.0002910,-0.0002910
Kepler-434 b,Kepler-434,1,1,1,Transit,2015,Published Confirmed,12.87470990,0.00000500,-0.00000500,0,0.114300,0.003000,-0.003000,0,0.131000,0.072000,-0.072000,0,86.460,0.380,-0.740,0,82.0000,33.0000,-33.0000,0,14.4999000,0.0002680,-0.0002680
Kepler-435 b,Kepler-435,1,1,1,Transit,2015,Published Confirmed,8.60015360,0.00000180,-0.00000180,0,0.094800,0.001800,-0.001800,0,0.114000,0.077000,-0.077000,0,85.510,0.520,-0.520,0,104.0000,36.0000,-36.0000,0,13.6040000,0.0002680,-0.0002680
Kepler-447 b,Kepler-447,1,1,1,Transit,2015,Published Confirmed,7.79430132,0.00000182,-0.00000182,0,0.076900,0.006200,-0.007900,0,0.123000,0.037000,-0.036000,0,86.550,0.240,-0.320,0,98.3000,1.1000,-11.0000,0,12.3795000,0.0005240,-0.0005240
Kepler-45 b,Kepler-45,1,1,1,Transit,2011,Published Confirmed,2.45523900,0.00000400,-0.00000400,0,0.030000,,,0,0.110000,0.100000,-0.090000,0,87.000,0.700,-0.700,0,230.0000,68.0000,-68.0000,0,15.9804000,0.0008940,-0.0008940
Kepler-453 b,Kepler-453,1,2,1,Transit,2015,Published Confirmed,240.50300000,0.05300000,-0.05300000,0,0.790300,0.002800,-0.002800,0,0.035900,0.008800,-0.008800,0,89.443,0.009,-0.009,0,185.1000,3.7000,-3.7000,0,13.5227000,0.0002230,-0.0002230
Kepler-46 c,Kepler-46,1,1,3,Transit Timing Variations,2012,Published Confirmed,57.01100000,0.05100000,-0.06100000,0,0.279900,0.004100,-0.004000,0,0.014600,0.003400,-0.003600,0,87.400,1.600,-1.000,0,330.0000,11.6000,-9.2000,0,15.2548000,0.0004330,-0.0004330
Kepler-47 b,Kepler-47,1,2,3,Transit,2012,Published Confirmed,49.46430000,0.00810000,-0.00740000,0,0.287700,0.001400,-0.001100,0,0.021000,0.002500,-0.002200,0,89.752,0.063,-0.045,0,48.6000,3.0000,-2.3000,0,15.1626000,0.0006900,-0.0006900
Kepler-47 c,Kepler-47,1,2,3,Transit,2012,Published Confirmed,303.22700000,0.06200000,-0.02700000,0,0.963800,0.004100,-0.004400,0,0.044000,0.029000,-0.019000,0,90.192,0.005,-0.004,0,306.0000,40.0000,-67.0000,0,15.1626000,0.0006900,-0.0006900
Kepler-47 d,Kepler-47,1,2,3,Transit,2019,Published Confirmed,187.36600000,0.06900000,-0.05100000,0,0.699200,0.003100,-0.003300,0,0.024000,0.025000,-0.017000,0,90.395,0.009,-0.012,0,352.0000,96.0000,-166.0000,0,15.1626000,0.0006900,-0.0006900
Kepler-538 b,Kepler-538,1,2,1,Transit,2016,Published Confirmed,81.73778000,0.00013000,-0.00013000,0,0.466900,0.008700,-0.009000,0,0.041000,0.034000,-0.029000,0,89.730,0.140,-0.060,0,140.0000,140.0000,-90.0000,0,11.1647000,0.0005160,-0.0005160
Kepler-75 b,Kepler-75,1,1,1,Transit,2013,Published Confirmed,8.88491160,0.00000340,-0.00000340,0,0.081800,0.001200,-0.001200,0,0.570000,0.010000,-0.010000,0,89.120,0.510,-0.640,0,63.5000,1.7000,-1.7000,0,15.1789000,0.0007260,-0.0007260
Kepler-82 b,Kepler-82,1,1,5,Transit,2012,Published Confirmed,26.44000000,0.48000000,-0.48000000,0,0.168300,0.002000,-0.002000,0,0.003300,0.001900,-0.000170,0,89.052,0.049,-0.096,0,236.0000,23.0000,-26.0000,0,15.1377000,0.0003700,-0.0003700
Kepler-82 c,Kepler-82,1,1,5,Transit,2012,Published Confirmed,51.54000000,0.94000000,-0.94000000,0,0.262600,0.003200,-0.003200,0,0.007000,0.001600,-0.001800,0,90.150,0.180,-0.220,0,162.0000,12.0000,-20.0000,0,15.1377000,0.0003700,-0.0003700
Kepler-82 f,Kepler-82,1,1,5,Transit Timing Variations,2019,Published Confirmed,75.73200000,0.01200000,-0.01200000,0,0.339500,0.004100,-0.004100,0,0.001400,0.001800,-0.001000,0,86.300,0.560,-0.560,0,62.0000,70.0000,-47.0000,0,15.1377000,0.0003700,-0.0003700
Kepler-87 b,Kepler-87,1,1,2,Transit,2013,Published Confirmed,114.73635000,0.00015000,-0.00015000,0,0.481000,0.026000,-0.028000,0,0.036000,0.009000,-0.009000,0,89.274,0.034,-0.030,0,238.6000,27.6000,-27.6000,0,14.5869000,0.0002440,-0.0002440
Kepler-87 c,Kepler-87,1,1,2,Transit,2013,Published Confirmed,191.23180000,0.00150000,-0.00150000,0,0.676000,0.037000,-0.040000,0,0.039000,0.012000,-0.012000,0,89.588,0.031,-0.027,0,223.2000,18.8000,-18.8000,0,14.5869000,0.0002440,-0.0002440
Kepler-9 b,Kepler-9,1,1,3,Transit,2010,Published Confirmed,19.23891000,0.00006000,-0.00006000,0,0.143000,0.007000,-0.006000,0,0.060900,0.001000,-0.001300,0,88.982,0.007,-0.005,0,357.0000,0.5000,-0.4000,0,13.7809000,0.0002680,-0.0002680
Kepler-9 c,Kepler-9,1,1,3,Transit,2010,Published Confirmed,38.98530000,0.00030000,-0.00030000,0,0.227000,0.012000,-0.008000,0,0.066910,0.000100,-0.000120,0,89.188,0.005,-0.006,0,167.5000,0.1000,-0.1000,0,13.7809000,0.0002680,-0.0002680
LHS 1815 b,LHS 1815,1,1,1,Transit,2020,Published Confirmed,3.81433000,0.00003000,-0.00003000,0,0.040400,0.009400,-0.009400,0,0.000000,,,0,88.125,1.113,-1.113,0,90.0000,,,0,11.2362000,0.0007080,-0.0007080
LP 714-47 b,LP 714-47,1,1,1,Transit,2020,Published Confirmed,4.05203700,0.00000400,-0.00000400,0,0.041700,0.000500,-0.000500,0,0.040000,0.020000,-0.020000,0,87.300,0.200,-0.200,0,219.0000,19.0000,-19.0000,0,11.7282000,0.0003810,-0.0003810
LTT 1445 A b,LTT 1445 A,1,3,1,Transit,2019,Published Confirmed,5.35882000,0.00030000,-0.00031000,0,0.038070,0.000680,-0.000710,0,0.190000,0.350000,-0.140000,0,89.400,0.410,-0.460,0,-139.0000,120.0000,-76.0000,0,10.0469000,0.0012340,-0.0012340
LTT 3780 c,LTT 3780,1,2,2,Transit,2020,Published Confirmed,12.25190000,0.00280000,-0.00300000,0,0.076730,0.000750,-0.000770,0,0.060000,0.150000,-0.140000,0,89.180,0.470,-0.220,0,124.0000,87.0000,-147.0000,0,11.8465000,0.0004770,-0.0004770
LTT 9779 b,LTT 9779,1,1,1,Transit,2020,Published Confirmed,0.79205200,0.00000930,-0.00000930,0,0.016790,0.000140,-0.000120,0,0.000000,,,0,76.390,0.430,-0.430,0,90.0000,,,0,9.6000600,0.0002900,-0.0002900
NGTS-11 b,NGTS-11,1,1,1,Transit,2020,Published Confirmed,35.45533000,0.00019000,-0.00019000,0,0.201000,0.002100,-0.002200,0,0.130000,0.100000,-0.090000,0,89.160,0.200,-0.290,0,32.0000,53.0000,-76.0000,0,12.1895000,0.0002080,-0.0002080
NGTS-13 b,NGTS-13,1,1,1,Transit,2021,Published Confirmed,4.11902700,0.00002300,-0.00002300,0,0.054900,0.001500,-0.002500,0,0.086000,0.034000,-0.034000,0,88.700,1.200,-1.200,0,-146.4000,24.2000,-24.2000,0,12.5691000,0.0002690,-0.0002690
NGTS-4 b,NGTS-4,1,1,1,Transit,2019,Published Confirmed,1.33735080,0.00000800,-0.00000800,0,0.019000,0.005000,-0.005000,0,0.000000,,,0,82.500,5.800,-5.800,0,0.0000,,,0,12.9092000,0.0002360,-0.0002360
PH1 b,PH1,1,4,1,Transit,2012,Published Confirmed,138.31700000,0.04000000,-0.02700000,0,0.652000,0.012000,-0.012000,0,0.070200,0.002900,-0.003900,0,90.050,0.053,-0.053,0,341.8800,0.9700,-0.7000,0,13.6988000,0.0016040,-0.0016040
PH2 b,PH2,1,1,1,Transit,2013,Published Confirmed,282.52550000,0.00100000,-0.00100000,0,0.828000,0.009000,-0.009000,0,0.410000,0.080000,-0.290000,0,89.830,0.030,-0.020,0,3.4400,53.8600,-3.4400,0,12.5811000,0.0001850,-0.0001850
PSR B1257+12 b,PSR B1257+12,1,1,3,Pulsar Timing,1994,Published Confirmed,25.26200000,0.00300000,-0.00300000,0,0.190000,,,0,0.000000,,,0,50.000,,,0,0.0000,,,0,,,
PSR B1257+12 c,PSR B1257+12,1,1,3,Pulsar Timing,1992,Published Confirmed,66.54190000,0.00010000,-0.00010000,0,0.360000,,,0,0.018600,0.000200,-0.000200,0,53.000,4.000,-4.000,0,250.4000,0.6000,-0.6000,0,,,
TIC 237913194 b,TIC 237913194,1,1,1,Transit,2020,Published Confirmed,15.16886500,0.00001800,-0.00001800,0,0.120700,0.003700,-0.003700,0,0.575000,0.011000,-0.011000,0,87.000,1.500,-1.700,0,24.1000,2.4000,-2.4000,0,11.9371000,0.0001760,-0.0001760
TOI-1130 c,TOI-1130,1,1,2,Transit,2020,Published Confirmed,8.35038100,0.00003200,-0.00003300,0,0.070980,0.000560,-0.000600,0,0.047000,0.040000,-0.027000,0,87.430,0.160,-0.160,0,-28.0000,24.0000,-55.0000,0,10.9028000,0.0007740,-0.0007740
TOI-1231 b,TOI-1231,1,1,1,Transit,2021,Published Confirmed,24.24558600,0.00006400,-0.00006600,0,0.128800,0.002100,-0.002200,0,0.087000,0.120000,-0.061000,0,89.730,0.180,-0.180,0,176.0000,81.0000,-90.0000,0,11.3600000,0.0009220,-0.0009220
TOI-125 b,TOI-125,1,1,3,Transit,2019,Published Confirmed,4.65382000,0.00033000,-0.00031000,0,0.051860,0.000860,-0.000770,0,0.194000,0.041000,-0.036000,0,88.920,0.710,-0.600,0,-37.0000,12.0000,-14.0000,0,10.7180000,0.0004110,-0.0004110
TOI-125 c,TOI-125,1,1,3,Transit,2019,Published Confirmed,9.15059000,0.00070000,-0.00082000,0,0.081400,0.001300,-0.001300,0,0.066000,0.070000,-0.047000,0,88.540,0.410,-0.190,0,70.0000,100.0000,-110.0000,0,10.7180000,0.0004110,-0.0004110
TOI-125 d,TOI-125,1,1,3,Transit,2020,Published Confirmed,19.98000000,0.00500000,-0.00560000,0,0.137000,0.002200,-0.002200,0,0.168000,0.088000,-0.062000,0,88.795,0.180,-0.100,0,46.0000,23.0000,-44.0000,0,10.7180000,0.0004110,-0.0004110
TOI-132 b,TOI-132,1,1,1,Transit,2020,Published Confirmed,2.10970190,0.00001200,-0.00001100,0,0.026000,0.002000,-0.003000,0,0.059000,0.050000,-0.037000,0,85.030,1.300,-1.840,0,125.8800,57.2300,-38.0500,0,11.3208000,0.0007020,-0.0007020
TOI-1333 b,TOI-1333,1,2,1,Transit,2021,Published Confirmed,4.72021900,0.00001100,-0.00001100,0,0.062600,0.001100,-0.001200,0,0.073000,0.092000,-0.052000,0,85.700,1.300,-0.650,0,105.0000,64.0000,-40.0000,0,9.3503900,0.0002130,-0.0002130
TOI-1338 b,TOI-1338,1,2,1,Transit,2020,Published Confirmed,95.17400000,0.03100000,-0.03500000,0,0.460700,0.008400,-0.008800,0,0.088000,0.004300,-0.003300,0,89.370,0.350,-0.260,0,258.6000,3.7000,-4.8000,0,11.8764000,0.0001740,-0.0001740
TOI-1478 b,TOI-1478,1,1,1,Transit,2021,Published Confirmed,10.18024900,0.00001500,-0.00001500,0,0.090300,0.001800,-0.001300,0,0.024000,0.032000,-0.017000,0,88.510,0.290,-0.220,0,-110.0000,120.0000,-130.0000,0,10.6624000,0.0002170,-0.0002170
TOI-1601 b,TOI-1601,1,1,1,Transit,2021,Published Confirmed,5.33175100,0.00001100,-0.00001100,0,0.068640,0.000790,-0.000750,0,0.036000,0.044000,-0.026000,0,88.840,0.810,-1.100,0,-180.0000,110.0000,-100.0000,0,10.5276000,0.0003880,-0.0003880
TOI-172 b,TOI-172,1,1,1,Transit,2019,Published Confirmed,9.47725000,0.00064000,-0.00079000,0,0.091400,0.001700,-0.001700,0,0.380600,0.009300,-0.009000,0,88.200,1.100,-1.000,0,57.1000,1.7000,-1.7000,0,11.1927000,0.0006230,-0.0006230
TOI-1728 b,TOI-1728,1,1,1,Transit,2020,Published Confirmed,3.49151000,0.00006200,-0.00005700,0,0.039100,0.000900,-0.000900,0,0.057000,0.054000,-0.039000,0,88.310,0.580,-0.400,0,45.0000,104.0000,-187.0000,0,11.7294000,0.0004780,-0.0004780
TOI-1899 b,TOI-1899,1,1,1,Transit,2020,Published Confirmed,29.02000000,0.36000000,-0.23000000,0,0.158700,0.006700,-0.007500,0,0.118000,0.073000,-0.077000,0,89.770,0.150,-0.140,0,-13.0000,27.0000,-28.0000,0,13.5553000,0.0004220,-0.0004220
TOI-216.01,TOI-216,1,1,2,Transit,2019,Published Confirmed,34.55600000,0.01400000,-0.01000000,0,0.206900,0.010700,-0.008200,0,0.029000,0.037000,-0.020000,0,89.830,0.110,-0.120,0,275.0000,55.0000,-113.0000,0,12.1631000,0.0005830,-0.0005830
TOI-216.02,TOI-216,1,1,2,Transit,2019,Published Confirmed,17.08900000,0.01100000,-0.01500000,0,0.129300,0.006700,-0.005100,0,0.132000,0.059000,-0.023000,0,88.364,0.042,-0.068,0,193.0000,20.0000,-35.0000,0,12.1631000,0.0005830,-0.0005830
TOI-220 b,TOI-220,1,1,1,Transit,2021,Published Confirmed,10.69526400,0.00008600,-0.00008600,0,0.089110,0.001000,-0.001000,0,0.032000,0.038000,-0.023000,0,87.880,0.120,-0.120,0,248.0000,66.0000,-190.0000,0,10.1897000,0.0002820,-0.0002820
TOI-269 b,TOI-269,1,1,1,Transit,2021,Published Confirmed,3.69771040,0.00000370,-0.00000370,0,0.034500,0.001500,-0.001500,0,0.425000,0.082000,-0.086000,0,88.140,0.780,-0.900,0,74.0000,15.0000,-15.0000,0,13.4258000,0.0003690,-0.0003690
TOI-421 b,TOI-421,1,2,2,Transit,2020,Published Confirmed,5.19672000,0.00049000,-0.00049000,0,0.056000,0.001800,-0.001800,0,0.163000,0.082000,-0.071000,0,85.680,0.360,-0.460,0,128.9000,24.9000,-27.2000,0,9.7777600,0.0001890,-0.0001890
TOI-421 c,TOI-421,1,2,2,Transit,2020,Published Confirmed,16.06819000,0.00035000,-0.00035000,0,0.118900,0.003900,-0.003900,0,0.152000,0.042000,-0.042000,0,88.353,0.078,-0.084,0,114.7000,15.6000,-13.3000,0,9.7777600,0.0001890,-0.0001890
TOI-451 b,TOI-451,1,2,3,Transit,2020,Published Confirmed,1.85870300,0.00002500,-0.00003500,0,0.028300,0.001100,-0.001200,0,0.000000,,,0,88.200,1.200,-1.700,0,0.0000,,,0,10.7498000,0.0008490,-0.0008490
TOI-451 c,TOI-451,1,2,3,Transit,2020,Published Confirmed,9.19252200,0.00006000,-0.00010000,0,0.082300,0.003300,-0.003600,0,0.000000,,,0,89.610,0.270,-0.360,0,0.0000,,,0,10.7498000,0.0008490,-0.0008490
TOI-451 d,TOI-451,1,2,3,Transit,2020,Published Confirmed,16.36498800,0.00004400,-0.00004400,0,0.120800,0.004800,-0.005200,0,0.000000,,,0,89.250,0.084,-0.100,0,0.0000,,,0,10.7498000,0.0008490,-0.0008490
TOI-481 b,TOI-481,1,1,1,Transit,2020,Published Confirmed,10.33111000,0.00002000,-0.00002000,0,0.097000,0.001000,-0.001000,0,0.153000,0.006000,-0.007000,0,89.200,0.300,-0.300,0,64.8000,1.8000,-1.8000,0,9.8465900,0.0004320,-0.0004320
TOI-561 b,TOI-561,1,1,5,Transit,2020,Published Confirmed,0.44657800,0.00001700,-0.00001700,0,0.010550,0.000080,-0.000080,0,0.000000,,,0,87.000,2.100,-2.800,0,90.0000,,,0,10.0128000,0.0002780,-0.0002780
TOI-561 c,TOI-561,1,1,5,Transit,2020,Published Confirmed,10.77900000,0.00400000,-0.00400000,0,0.088090,0.000700,-0.000700,0,0.060000,0.067000,-0.042000,0,89.530,0.320,-0.390,0,200.0000,55.0000,-49.0000,0,10.0128000,0.0002780,-0.0002780
TOI-561 d,TOI-561,1,1,5,Transit,2020,Published Confirmed,25.62000000,0.04000000,-0.04000000,0,0.156900,0.001200,-0.001200,0,0.051000,0.064000,-0.036000,0,89.540,0.280,-0.210,0,246.0000,67.0000,-124.0000,0,10.0128000,0.0002780,-0.0002780
TOI-561 e,TOI-561,1,1,5,Transit,2020,Published Confirmed,77.23000000,0.39000000,-0.39000000,0,0.327400,0.002800,-0.002700,0,0.061000,0.051000,-0.042000,0,89.750,0.140,-0.080,0,155.0000,83.0000,-83.0000,0,10.0128000,0.0002780,-0.0002780
TOI-564 b,TOI-564,1,1,1,Transit,2020,Published Confirmed,1.65114400,0.00001800,-0.00001800,0,0.027340,0.000610,-0.000530,0,0.072000,0.083000,-0.050000,0,78.380,0.710,-0.850,0,94.0000,32.0000,-35.0000,0,11.1424000,0.0005990,-0.0005990
TOI-628 b,TOI-628,1,1,1,Transit,2021,Published Confirmed,3.40956750,0.00000700,-0.00000690,0,0.048600,0.000800,-0.000940,0,0.072000,0.021000,-0.023000,0,88.410,1.000,-0.930,0,-74.0000,13.0000,-15.0000,0,10.0579000,0.0004940,-0.0004940
TOI-640 b,TOI-640,1,1,1,Transit,2021,Published Confirmed,5.00377750,0.00000480,-0.00000480,0,0.066080,0.000980,-0.001100,0,0.050000,0.054000,-0.035000,0,82.540,0.420,-0.590,0,159.0000,86.0000,-99.0000,0,10.4006000,0.0002890,-0.0002890
TOI-677 b,TOI-677,1,1,1,Transit,2020,Published Confirmed,11.23660000,0.00011000,-0.00011000,0,0.103800,0.001700,-0.001700,0,0.435000,0.024000,-0.024000,0,87.630,0.110,-0.100,0,70.4700,3.6100,-3.6100,0,9.6608200,0.0002120,-0.0002120
TOI-700 b,TOI-700,1,1,3,Transit,2020,Published Confirmed,9.97702000,0.00024000,-0.00028000,0,0.067700,0.001100,-0.001100,0,0.081000,0.095000,-0.058000,0,89.660,0.240,-0.290,0,-75.0000,94.0000,-84.0000,0,12.0665000,0.0004780,-0.0004780
TOI-700 c,TOI-700,1,1,3,Transit,2020,Published Confirmed,16.05111000,0.00006200,-0.00006300,0,0.092900,0.001500,-0.001500,0,0.078000,0.075000,-0.056000,0,88.868,0.083,-0.100,0,81.0000,80.0000,-83.0000,0,12.0665000,0.0004780,-0.0004780
TOI-700 d,TOI-700,1,1,3,Transit,2020,Published Confirmed,37.42475000,0.00036000,-0.00040000,0,0.163300,0.002600,-0.002700,0,0.111000,0.140000,-0.078000,0,89.790,0.140,-0.120,0,0.0000,140.0000,-130.0000,0,12.0665000,0.0004780,-0.0004780
TOI-776 b,TOI-776,1,1,2,Transit,2020,Published Confirmed,8.24661000,0.00005000,-0.00004000,0,0.065200,0.001500,-0.001500,0,0.060000,0.030000,-0.020000,0,89.650,0.220,-0.370,0,-67.0000,117.0000,-73.0000,0,10.7409000,0.0004780,-0.0004780
TOI-776 c,TOI-776,1,1,2,Transit,2020,Published Confirmed,15.66530000,0.00040000,-0.00030000,0,0.100000,0.002400,-0.002400,0,0.040000,0.020000,-0.010000,0,89.510,0.250,-0.210,0,-11.0000,55.0000,-79.0000,0,10.7409000,0.0004780,-0.0004780
TOI-849 b,TOI-849,1,1,1,Transit,2020,Published Confirmed,0.76552414,0.00000262,-0.00000279,0,0.015980,0.000130,-0.000140,0,0.000000,0.000000,0.000000,0,86.800,2.100,-2.400,0,0.0000,0.0000,0.0000,0,12.0645000,0.0001870,-0.0001870
